Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Sep 26 2022 09:56:53,11,1,2,1,0.5,0.948,0.975,0.975,2,0,0.9479,0.9749,0.9749,-0.027,-0.0518,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
Sep 27 2022 10:32:59,11,1,2,1,0.5,0.937,0.898,0.898,2,0,0.9369,0.8976,0.8976,0.0393,0.072,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
Sep 27 2022 10:33:10,167,1,2,5,2.68,0.936,0.98,0.98,3,1,0.0638,0.0201,0.0201,0.0436,0.0037,渐进阅读基本概念与操作介绍 :  优先级 Priority 优先级是指卡片在你的知识集合中的优先程度。渐进阅读使学习大量知识变得容易，但是如果我们不能有效的处理所有导入的知识，我们可能会浪费时间在低优先的材料上，而忽略了高优先的材料。 在渐进阅读中，所有卡片都会按照优先级排序（有一定的随机化），这样就形成了一个[.]队列。 .
Sep 27 2022 10:33:25,166,1,2,2,1.11,0.934,0.979,0.979,4,1,0.0658,0.0205,0.0205,0.0452,0.0039,渐进阅读基本概念与操作介绍 :  优先级 Priority 优先级是指卡片在你的知识集合中的优先程度。渐进阅读使学习大量知识变得容易，但是如果我们不能有效的处理所有导入的知识，我们可能会浪费时间在低[.]的材料上，而忽略了高优先的材料。 在渐进阅读中，所有卡片都会按照优先级排序（有一定的随机化），这样就形成了一个优先级队列。 .
Sep 27 2022 10:40:23,23,2,1,2,2.19,0.869,0.94,0.94,2,0,0.8694,0.9397,0.9397,-0.0703,-0.1271,你可以按下[.]（快捷键）在之前浏览过的卡片列表上前进. 注：就像在网页浏览器里面那样
Sep 27 2022 10:40:51,173,1,2,3,1.6,0.931,0.979,0.979,4,1,0.0692,0.0209,0.0209,0.0483,0.0044,渐进阅读基本概念与操作介绍 :  待办队列 Outstanding Queue 待办队列由所有已经到期的卡片组成。默认情况下，每处理 4 张问答卡片，就会出现 1 张摘录卡片。如果到期的所有问答卡片都被处理完毕，将安排剩下的摘录卡片。 通常待办队列里的卡片会根据优先级排序，并加入一点的随机性。 待办队列的完成进度将会显示在[.]（Status .
Sep 27 2022 10:42:00,40,2,5,3,0.57,0.864,0.943,0.943,4,1,0.1364,0.0566,0.0566,0.0798,0.0154,导入一篇网络文章到 SuperMemo：  在你的[.]，复制选中的文本（Ctrl+C）  在 SuperMemo，点击（Ctrl+N）
Sep 27 2022 10:42:17,41,2,5,3,0.51,0.861,0.941,0.941,4,1,0.1388,0.0589,0.0589,0.0799,0.0158,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在[.]，点击（Ctrl+N）
Sep 27 2022 10:42:46,6,2,4,8,1.92,0.859,0.931,0.931,3,1,0.1411,0.0686,0.0686,0.0726,0.0152,SuperMemo 会经常请你给句子填空。
Sep 27 2022 10:42:53,169,1,2,4,1.96,0.926,0.977,0.977,4,1,0.0743,0.0231,0.0231,0.0512,0.005,渐进阅读基本概念与操作介绍 :  待办队列 Outstanding Queue 待办队列由所有已经到期的卡片组成。默认情况下，每处理 4 张问答卡片，就会出现 [.] 张摘录卡片。如果到期的所有问答卡片都被处理完毕，将安排剩下的摘录卡片。 通常待办队列里的卡片会根据优先级排序，并加入一点的随机性。 待办队列的完成进度将会显示在状态栏（Status .
Sep 27 2022 10:43:56,257,1,1,2,1.68,0.925,0.979,0.979,1,0,0.9246,0.9788,0.9788,-0.0542,-0.1032,如何写出好卡片：利用间隔重复创造理解 :    小时候，我时常做这样的白日梦，只要像打游戏那样敲对作弊代码，电脑就「哔哔」两声，自动给我打开神奇的世界，让我拥有和游戏主角一样超凡的力量，摆脱这单调乏味的生活。 以上幻想多半是游戏玩太多的缘故，但那神奇的感觉正与我后来使用「[.]」（Spaced Repetition Systems .
Sep 27 2022 10:44:16,17,2,4,10,2.56,0.853,0.929,0.929,3,1,0.1468,0.071,0.071,0.0759,0.0165,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - [.]新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
